text,sentiment_id,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
تحدير   كان اعلنو على كورونا معنها بيهجمو على مكان واحتمال الوطيه لى يحلمو يخشوها من 2011 لهدا خدو حدركم وتجهزو,Negative,0,0,0,0,1,0,0,1,0,0,0
 الزمن ده زمن العدل أين نحن منه الآن مين عارف ربنا يجعل في قضاه رحمه ويزهر من جديد علي انقاض كورونا,Positive,1,0,1,0,0,0,0,0,0,0,0
 أش دخل كورونا في الراتب.   طيب أقل شي علمونا كم باقي إن شاء الله ويروح ويذهب. 😓,Negative,0,0,0,0,0,1,1,0,0,0,0
 ممكن نفضل مانعين التجمعات و نشغل المصانع بعد الحظر بس مين يضمن منصحاش من النوم نلاقي مظاهره ضد كورونا !,Joking,0,0,0,0,0,0,0,0,0,0,1
 كرونا تاكل خشمك ياصديق هاذا رجل معوق,Joking,0,0,0,0,0,0,0,0,0,0,1
 الواتس لازم يحجبونه مطلعين اشاعه آن بخور اللبان يقتل كورونا وامي صدقت وبخرت البيت بلبان و حنا اللي انكتمنا مو كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
انا من قريت اكتشفت توقعت اكتشفتي علاج كورونا بس للاسف,Negative,0,0,0,1,0,1,0,0,0,0,0
 يابنتي الطوارئ شخصوني ك حالة كورونا ع الموبايل وقالولي امشي للمستشفى ف كان لازم نقوللهم,Negative,0,0,0,0,1,0,1,0,0,0,0
 السياحه واقفه لازم يشغلوا الفنادق كورونا على الكل بس هما لا,Negative,0,0,0,0,0,0,1,0,0,0,0
10 حالات كورونا في ليبيا وكلها في المنطقة الغربية .. يبدو لي أن كورونا له علاقة بالجنس الآدمي فقط ..,Negative,0,0,0,0,1,1,0,0,0,0,0
"حتى مسلسل سليمان الطيب طالعت ، لوين بتوصلينا يا كورونا",Negative,0,0,0,1,0,1,0,0,0,0,0
ما سمعنا صوت معهد الابحاث عن الفايروس كورونا ؟؟ ولا علقو ؟؟,Neutral,0,0,0,0,0,0,0,0,0,1,0
 بعد كورونا اتوقع سيتوجه العالم لطلب العلاج في السعودية بدلًا من امريكا وغيرها وتصبح فخر ودخل للوطن يوازي البترول وغيرة,Positive,1,1,0,0,0,0,0,0,0,0,0
اي حيل محظوظين ومن ضفناج واحنا بازمة كورونا,Negative,0,0,0,0,0,1,0,0,0,0,0
دام هالشهر شهر الكذابين أتمنى كورونا تطلع كذبة ابريل,Neutral,0,0,0,0,0,0,0,0,0,1,0
"    \الانتهاء من الأزمة يفتح بوابة لعالم جديد في التركيبة الاجتماعية والعلاقات الإنسانية\"".",Neutral,0,0,0,0,0,0,0,0,0,1,0
 هل حدثت لديكم اى حالة وفاة بقطاع غزة بسبب فيروس كورونا ؟,Negative,0,0,0,0,1,0,0,0,0,0,0
 الواحد مش عارف يخاف من كورونا ولا من دماغ الناس دي 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
“و كن من أنتَ حيث تكون  و احمل عبءَ قلبِكَ وحدهُ”  م.درويش     ,Positive,0,0,1,0,0,0,0,0,0,0,0
 أنا متفائل ب كورونا إنه هيخلصنا من الظالمين إن شاء الله,Positive,1,0,0,0,0,0,0,0,0,0,0
اليوم ومع الاسف الشديد تاكدت اصابتي بمرض كورونا     احتاج دعواتكم .,Negative,0,0,0,0,0,1,0,0,0,0,0
 اخ من كرونا فعل فعايل بالرجاله والستات 😝😝😝😝😝😝,Joking,0,0,0,0,0,0,0,0,0,0,1
 الطبيب حسب علمه وليس حسب ديانته هو لابد كل طبيب توفي بسبب كرونا يقولوا ديانته ؟ يا اخي اتقي الله,Negative,0,0,0,0,0,0,1,0,0,0,0
" العنصرية والكِبْر أخطر من كرونا بكثييير ، وسيتجلّى ذلك في قادم الأيام..",Neutral,0,0,0,0,0,0,0,0,0,1,0
يا حظك ما راح تجيك كورونا لانك لسه في ١٩٠٠,Joking,0,0,0,0,0,0,0,0,0,0,1
 لأن يشوف الناس مبتلشين وشايلين هم كورونا وهو ينزل أغاني كأنه غير مهتم بالأوضاع,Negative,0,0,0,0,0,0,1,0,0,0,0
اللهم تباشير الفرج برفع الوباء قبل أن تشرق الدنيا بهلال رمضان .🌿     ,Positive,0,0,1,0,0,0,0,0,0,0,0
           الأزمات تكشف الحكومات..  بأختصار:  (الله اللي عزنا مالحد منّة),Positive,1,1,0,0,0,0,0,0,0,0,0
 لا الحظ ابرك ؛لين بعد كرونا 😂😂😭,Joking,0,0,0,0,0,0,0,0,0,0,1
"  حسب ما وردنا ،، فيروس كورونا صناعة سعودية للقضاء على العالم وبالتحديد ايران الشريفة😂",Joking,0,0,0,0,0,0,0,0,0,0,1
 جزاكم الله خيرا دكتورنا على هذا العطاء المبارك والأهم استمراره حتى بعد زوال كورونا 😊😊,Positive,1,1,0,0,0,0,0,0,0,0,0
بكورونا او بدون كورونا يبقى الابتعاد عن الناس فكرة عظيمة جدا ✔️,Positive,1,0,0,0,0,0,0,0,0,0,0
 لو فيه ثقه بنفسك مكان طلعتي تعرضين نفسك وتسألين ليت كورونا يفكنا من ذا الاشكال,Negative,0,0,0,0,0,0,1,0,0,0,0
يارب تخلص ازمة كورونا على خير ابا امارس حياتي الطبيعيه😔,Positive,1,0,1,0,0,0,0,0,0,0,0
يا كورونا بيه استني بس 😂😂😂اتجوز بس الاول ونبقا نتخانق بعدين 😂😂💔,Joking,0,0,0,0,0,0,0,0,0,0,1
فيروس كورونا أعاد الانسان الى المربع الاول (وخلق الإنسان ضعيفاً ) ,Neutral,0,0,0,0,0,0,0,0,0,1,0
والله تلاقي جامعه كامبردج قفلت وجامعتنا بتنزل محاضرات زي القطر كورونا ونهايه عالم ايه ايه ي ابا عليا الطلاج لتزكروا :'(,Joking,0,0,0,0,0,0,0,0,0,0,1
 لا لا إن شاء الله يصحينا خبر علاج كورونا,Positive,1,0,1,0,0,0,0,0,0,0,0
" بالله انت اكتر ، يحرق ميتين كورونا ي اخي والله 😂",Joking,0,0,0,0,0,0,0,0,0,0,1
بسبب الكرونا  صاروا مثل مواعين التقديم  للمناسبات               ,Joking,0,0,0,0,0,0,0,0,0,0,1
التقليل من عدد العاملين اثناء الحظر يساعد على الحماية من الإصابة بفايرس كورونا     وقف سيارات الأغاني المزعجة    منع التجمعات بين العاملين,Positive,1,1,0,0,0,0,0,0,0,0,0
ياترى اللي عندي ده برد ولا كورونا استرها على ولايانا يارب,Positive,0,0,1,0,0,0,0,0,0,0,0
 واحنا يهمنا اية الموضوع عندة كورونا ولا معندوش,Neutral,0,0,0,0,0,0,0,0,0,1,0
والله يا كورونا حاسنا حوس 🥺    الله يعينا ويصبرنا ويكتب اجرنا ويرزقنا على صبرنا وبعدنا عن اهلنا 💔,Positive,1,0,1,0,0,0,0,0,0,0,0
 ايه دا كورونا بتتكلم ..انا اول مرة اشوف كورونا بتتكلم,Joking,0,0,0,0,0,0,0,0,0,0,1
9-1سجلنا هدف في كورونا اليوم,Joking,0,0,0,0,0,0,0,0,0,0,1
غباء البنات في الليدو هو السبب في فايروس كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
لو الفنانين يتجنبون السياسة وعلاقات دولهم مع الدول افضل 😂 الله حسبي على الصين ,Joking,0,0,0,0,0,0,0,0,0,0,1
 علمتنا درساً في غاية الأهمية :  عندما تبقى وحيداً ستنجو .. وعندما تتبع القطيع ستموت💙,Positive,1,0,0,0,0,0,0,0,0,0,0
عاجل | أعتقد أننا سننجح في إنتاج الآلاف من أجهزة التنفس الاصطناعي ونريد أن نساعد و ودولا أخرى  ,Neutral,0,0,0,0,0,0,0,0,1,0,0
عيناك كفايروس كورونا تقتلني وقلبك ك ترامب لا يبالي,Neutral,0,0,0,0,0,0,0,0,0,1,0
اممم نبي نعرف شنو سر اهل حايل شلون ماوصلكم كورونا علمونا,Joking,0,0,0,0,0,0,0,0,0,0,1
بعض الدول اوشكت على المجاعه بسبب كورونا    خلال اسبوع او أكثر سوف تتوقف عن حملة خليك في البيت,Negative,0,0,0,1,1,0,0,1,0,0,0
 مرض العنصرية اقوى واشد بمراحل من كورونا,Negative,0,0,0,0,0,1,1,0,0,0,0
 ياستي خليه يبص يعني ح تبقي كرونا وقلة محن كمان ههههه,Joking,0,0,0,0,0,0,0,0,0,0,1
  اتمنى ان كورونا يجيهم وربي هذي امنيتي وبعدها يموتون ويفكونا من شرهم.,Negative,0,0,0,0,0,0,1,0,0,0,0
مصر فالمرتبة 58 ف عدد الإصابات بفيروس كورونا   اللهم إجعلنا كما تعودنا خارج التصنيف.,Neutral,0,0,0,0,0,0,0,0,1,0,0
يحرقون جثث ضحايا كورونا في الشارع  لعدم استجابة السلطات,Neutral,0,0,0,0,0,0,0,0,1,1,0
على رغم الخسائر في الارواح والاموال التي الحقها كرونا بالبشرية إلا انه قرب الناس من الله واعاد الكثير منهم إلى آدميتهم,Positive,1,0,0,0,0,0,0,0,0,0,0
  المفروض مواليد هالفترة تكون اسمائهم   محجور   محجوره   حجره   حجر   كمام   معقم   😂😂  مواليد عام كورونا 💔🥳,Joking,0,0,0,0,0,0,0,0,0,0,1
 ما علمي حلفا بس بدك الجد ما حدا خارب البلد الا هل الزمك باسيل مرض خبيث ومتفشي اكتر من كورونا,Negative,0,0,0,1,0,0,1,0,0,0,0
ضمن حملة (وعي).. الحشد الشعبي يتأهب لإطلاق عملية كبرى لمواجهة فيروس كورونا في بغداد  ,Neutral,0,0,0,0,0,0,0,0,1,0,0
 كورونا يابا علشان تبقي تاكل فراخ نيه😂,Joking,0,0,0,0,0,0,0,0,0,0,1
الجنوب عندهم جهاز إسمه الصبر للكشف عن حالات كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
بعد كورونا الظاهر معد بيكون فيه هوامير فرصتنا ي البيضات نظهر للساحه,Joking,0,0,0,0,0,0,0,0,0,0,1
 تراكم اشغلتونا انت وياه قلع الله ذا الوجيه الي كنها كورونا,Negative,0,0,0,0,0,0,1,0,0,0,0
عندي إحساس بلي هاد سيمانة غيكولو لينا أن كورونا 🦠مجرد كذبة أبريل 🙂 .,Neutral,0,0,0,0,0,0,0,0,0,1,0
 ( ازمه كورنا )   تعلمت     بختصار ان بعض القطاع الخاص ملعون ابو خير,Negative,0,0,0,0,0,0,1,0,0,0,0
من كل قلبي قاعد انتظر اللحظه اللي يعلنون فيها عن شفاء آخر حالة كورونا بالعالم وانعدام المرض ونرجع لحياتنا الطبيعيه والروتين اليومي.,Positive,1,0,0,0,0,0,0,0,0,0,0
 هو لو مرض تعالج بفلوسه لكن كورونا صعب يرجعونه تخيلي بلدته فقيره جدا راح ينشر الوباء للمساكين هناك هذا وباء مو مرض عادي,Negative,0,0,0,1,1,1,0,0,0,0,0
"يا ريت نخصص لو خمس دقايق كل يوم لندعي ربنا يخلصنا من هالبلاء العظيم ، كورونا شلتنا 😔",Positive,0,0,1,0,0,0,0,0,0,0,0
"في اعلى رقم يسجل بوباء كورونا في يوم واحد سجلت امريكا 23،559 اصابة في يوم واحد بالاضافة الى 719 حالة وفاة جديدة",Neutral,0,0,0,0,0,0,0,0,1,0,0
 🔴🔴    اللواء الرابع بالحشد يتصدى لتعرض ارهابي في بحيرة حمرين  ,Neutral,0,0,0,0,0,0,0,0,1,0,0
 وش تفكرين فيه اكيد في كورونا والاقتصاد العالمي 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 سيبهم ل المرض ينتشر و دا أخطر من كورونا 😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 هههه اريد بالعراقي مااخذ ورق خاف بيهن كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
لابـــد !!  مرخان يلعن الشيطان   او  الشيطان يلعن مرخان      ,Negative,0,0,0,0,0,0,1,1,0,0,0
وزير الصحة يكول ان اذا الناس التزموا ١٠٠٪ والله عطف علينة ف ممكن بنص حزيران نتخلص من كورونا,Positive,1,0,0,0,0,0,0,0,0,0,0
1 ابريل .. مايعرف بكذبة ابريل وحضرت على غير المعتاد ( كورونا ) ليعيش العالم بواقعية مؤلمه,Negative,0,0,0,0,0,1,1,0,0,0,0
 لسا معزول حسبي الله على كورونا,Negative,0,0,0,0,0,0,1,0,0,0,0
 استاذه مسك متى تتوقعين نهايه كورونا في السعوديه وعوده الحياهه طبيعيه,Neutral,0,0,0,0,0,0,0,0,0,1,0
ختخلّص فقرة كورونا والحظر.. كل يوم بنزّل عشا بالفريج.. بوفيه من اول فريجنا لي آخره! وبحسب حساب القطع الأخرى كذلك!,Positive,1,0,0,0,0,0,0,0,0,0,0
عايزه اقول ان كورونا عامله مسافه وبين صحابي القريبين مضايقاني يعني انا عايزه ابوس صاحبتي واحضنها ليه اسلم عليها من بعيد كده بجد,Negative,0,0,0,0,0,1,0,0,0,0,0
 انا كل يوم بحكي ل اهلي انه معي كورونا بس ما بصدقوني 🌚,Joking,0,0,0,0,0,0,0,0,0,0,1
الله اكبر الجزائر تعلن عن إيجاد دواء لفيروس كورونا على يد فريق بحث يقوده العالم لوط بوناطيرو,Positive,1,0,0,0,0,0,0,0,0,0,0
الحوثيين قالوا لأهل السجناء الذين طالبوهم بإطلاق سراح أبنائهم خوفا عليهم من كورونا رد الحوثيين بأن المعتقلين في حجر صحي  بالسجن,Negative,0,0,0,0,0,1,1,0,0,0,0
وزارة الصحة:  احذروا مندوب التوصيل الغير رسمي فقد يكون سبباً في نقل عدوى كورونا.   ,Neutral,0,0,0,0,0,0,0,0,1,0,0
الحُب : آهخ لو ابوسك كل ثانيه ودقيقه .    أنا : كورونا ترا كورونا .,Joking,0,0,0,0,0,0,0,0,0,0,1
" أكيد يموت، لأن كورونا تنتعش وتحيا في الرئتين",Negative,0,0,0,0,1,1,0,0,0,0,0
 فكينا منك مالنا خلق نزورك في السجن تعرفين كورونا وخايفين,Negative,0,0,0,0,1,0,0,0,0,0,0
احلى خبر سمعته اليوم شفاء اول حاله كورونا (للحاج ),Positive,1,0,0,0,0,0,0,0,0,0,0
 😷 كورنا ماينتقل عن طريق البث ماعليك ماتمشي علينا ذي,Joking,0,0,0,0,0,0,0,0,0,0,1
 من فوائد كورونا طلّعت حقيقتهم ونقص عقولهم ,Positive,1,0,0,0,0,0,0,0,0,0,0
 هي هذا اللي انا نحكي عليه قريتها و نسيتها بس هل كورونا زي الطاعون او لا,Neutral,0,0,0,0,0,0,0,0,1,1,0
 مغتمشي هاد كورونا حتى يطير لينا الفربخ ههههههه,Joking,0,0,0,0,0,0,0,0,0,0,1
 علمتنا الصبر..علمتنا التسامح مع الغير و مع أنفسنا,Positive,1,1,0,0,0,0,0,0,0,0,0
تسجيل أول حالة إصابة بفايروس كورونا بإقليم الحوز أوريكة بأحد الدواوير نسأل الله العفوا والعافية,Neutral,0,0,0,0,0,0,0,0,1,0,0
كورونا غير العالم ذي الايام وبيغيرها للابد كل شي مابيرجع لوضعه الي قبل كورونا   اللهم اكتب للامه الخير ونطلع سالمين من الايام الجايه,Negative,0,0,0,0,1,0,0,0,0,0,0
إيطاليا | تنكس أعلامها لمواساة أسر ضحايا والطواقم الطبية.,Neutral,0,0,0,0,0,0,0,0,1,0,0
﴿هُوَ الحَيُّ لا إِلهَ إِلّا هُوَ فَادعوهُ مُخلِصينَ لَهُ الدّينَ الحَمدُ لِلَّهِ رَبِّ العالَمينَ﴾ [غافر: ٦٥],Positive,0,0,1,0,0,0,0,0,0,0,0
 بالفعل كورونا نعمة ... لله في خلقه شؤون . وعسى أن تكرهوا شيئا وهو خير لكم . صبحچ الله بالخير .,Positive,1,0,1,0,0,0,0,0,0,0,0
لو قسمة جاتا كرونا لا قدر الله لا قدر الله انا ما حعرس وحموت بي وراها,Negative,0,0,0,1,1,0,0,0,0,0,0
 كورونا جاييكم بأذن الله خلينا نشوف الحمار بن سلمان مالتگم ايش يسوي,Negative,0,0,0,0,0,0,1,1,0,0,0
دعواتنا هذه الأيام: يارب ارفع عنا قبل رمضان,Positive,1,0,1,0,0,0,0,0,0,0,0
إيييه يا الوقت .  كورونا كانت بيرّا حتى ولات عفريت ..,Joking,0,0,0,0,0,0,0,0,0,0,1
تمنيت كل هالاوضاع الا عايشينها بسبب كورونا يطلع كذبة ابريل 💔 ,Neutral,0,0,0,0,0,0,0,0,0,1,0
 احد يعلم الخرا هذا ان كورونا جائحة عالمية😭,Negative,0,0,0,1,0,1,1,0,0,0,0
 اللهم شل اطرافك اللهم اجعل كورونا تعبث بجسدك يامفسد يابن سته وستين كلب سوف يتم ابلاغ الجهات المختصه وسوف تحاسب عجل غير اجل,Negative,0,0,0,0,0,0,1,0,0,0,0
 الكويت بلد الإنسانية من قبل ازمه كورونا والأعمال الخيريه كثيره,Positive,1,1,0,0,0,0,0,0,0,0,0
كورونا ستعيد ترتيب العلاقات الدولية و تغير موازين القوى في العالم.,Positive,1,0,0,0,0,0,0,0,0,0,0
رفيقتي عم تقلي قال امها بتضل تقلها شو بكي بتضلي قاعدة بالبيت ما بتضهري  ,Joking,0,0,0,0,0,0,0,0,0,0,1
كورونا رحمة للمؤمنين    اللهم ردنا إليك ردا جميلا,Positive,0,0,1,0,0,0,0,0,0,0,0
فاضل ٣٠ يوم و ترامب يحد من سرعة الكرونا  السبرتو بيترش على الايد مبيتشربش,Joking,0,0,0,0,0,0,0,0,0,0,1
بعد .. ظهور سلالة جديدة من الحمى القرمزية فى     ,Neutral,0,0,0,0,0,0,0,0,1,0,0
لا يأتي من الله إلا الخير لعل ف     خير كثير لا يعلمه إلا المولى عز وجل,Positive,1,0,0,0,0,0,0,0,0,0,0
 _ان شاء الله نخلص من كورونا والأمور ترجع لطبيعتها وناخد افريقيا ..,Positive,1,0,0,0,0,0,0,0,0,0,0
يجماعة انا طالع اشحت حد عايز يشحت معاية 😂😂😂  كورونا  ,Joking,0,0,0,0,0,0,0,0,0,0,1
 عقبالك كورونا وسرطان وشلل مع بعض,Negative,0,0,0,0,0,0,1,0,0,0,0
 كورونا مطول اتوقع الحج بيلتغي هذا الموسم,Negative,0,0,0,1,0,0,0,0,0,0,0
رغم كل التصاريح الرسمية الصينية بشأن رحيل كورونا والانتصار عليه إلا أن لدي تحفظ على تلك البيانات الإعلامية الحكومية الصينية  ,Negative,0,0,0,1,1,0,0,1,0,0,0
بماذا تشتهر غزة يا ترى؟    تشتهر غزة بظهور فايروس كورونا ليلٱ ويكون مستقر ولا يلامس أحد ...😂💔,Joking,0,0,0,0,0,0,0,0,0,0,1
شكرا فيروس كورونا عرفني ان فيه اكتر من ٢٠٠ دولة ف العالم,Joking,0,0,0,0,0,0,0,0,0,0,1
لا يا كورونا ما نقعد هالحزة و نتوهق,Joking,0,0,0,0,0,0,0,0,0,0,1
 هناااك ارتفاع لشعبية اترامب حسب التقارير لحسن تعامله مع ازمة كورونا وتوقعته الصائبه,Neutral,0,0,0,0,0,0,0,0,1,1,0
طفش طفشش طفششش طفشششش كورونا ما سوى فينا خير 😤😤   ,Negative,0,0,0,0,0,0,1,0,0,0,0
ياخي في ناس ودي امسكهم و اقول ليهم ترا كورونا كورونا 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
"شفاء أحدى حالات الأصابة بـ في ليبيـا 🇱🇾، و بـ هكي يتقلص العدد الى 9 حالات ...      🤷🏻‍♂️",Positive,1,0,0,0,0,0,0,0,0,0,0
حوشنا cbc دراما يلي يحس راسه يقولي فيا كورونا 🤦🏻‍♀️,Joking,0,0,0,0,0,0,0,0,0,0,1
 اصبري شويه كرونا هتطيرنه من الدنيا كله 😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
الاكيد أن معركة العالم مع فايروس كورونا مطولة الله يحمينا ويحمي العالم.,Positive,0,0,1,0,0,0,0,0,0,0,0
يا جماعة انا طالع اشحت حد عايز يشحت معاية   كورونا  ,Joking,0,0,0,0,0,0,0,0,0,0,1
شفاء احدي حالات المصابه بفيروس كورونا ونقص العدد الي 9 حالات👌,Positive,1,0,0,0,0,0,0,0,0,0,0
 يلتفت خايف من كورونا     معذرين الي يلتفتون    الله يحفظ الجميع,Positive,0,0,1,0,0,0,0,0,0,0,0
هذا الموسوس ما عاد باقي له إلا الكوي!!!  أصبرو عليه ونشوف كورونا خامته بعد ما يكويه أبو خليف 🥵🥵🥵,Negative,0,0,0,0,0,0,1,0,0,0,0
 أليس هذا الهدف المنشود من كورونا ؟,Neutral,0,0,0,0,0,0,0,0,0,1,0
١- انعزل لأني اصير أخطر من كورونا  ٤- كل اللي احبهم اساميهم عزيزه ع قلبي  ٧- أباه,Joking,0,0,0,0,0,0,0,0,0,0,1
بعدما تخلص جائحة كورونا لازم نعالج   جائحة الوزن الي ح تصير والأكتئاب!,Negative,0,0,0,0,0,1,1,0,0,0,0
  وينكم يا ربع عمري من بقى ما صك بابه ؟ 🤔,Negative,0,0,0,0,0,1,0,0,0,0,0
 تمنع أي إنسان يدخل من اليمن وتسمح بالخروج منها الحسد حارق حرق إلا مارحم الله منهم ,Negative,0,0,0,0,0,0,1,0,0,0,0
"يارب انتا عارف ان العريش بتاعت حوارات   مش بتاعت كرونا ..(╯︵╰,)",Negative,0,0,0,0,1,1,0,0,0,0,0
هل العالم مـُــقبل على شئ أكبر من كورونا ؟     🤔🤔,Negative,0,0,0,0,1,0,0,0,0,0,0
ياتُرى ماهو الأهم الآن ؟  لكندا      ,Neutral,0,0,0,0,0,0,0,0,0,1,0
خد بالك انت عمال تمط ف مدة الاجازه وتديني ايحاء انك هتلغي التيرم وانا مش بذاكر ولوو ملغتش فعلا ممكن يجيلي كورونا من الصدمه..!,Joking,0,0,0,0,0,0,0,0,0,0,1
 إنهم يسقطون كما أسقطت كورونا وجوه الكثيرين .. فابتسم يا صديقي,Positive,1,0,1,0,0,0,0,0,0,0,0
الجاره الكبرئ نحن في حالةطوارى بسبب تفشي فيروس كرونا وجنوها يسرحون ويمرحون بااراضينا...,Negative,0,0,0,0,0,0,1,0,0,0,0
 الصحة بغزة   تسجيل إصابتين جديدتين بفيروس كورونا من بين المحجورين العائدين الى قطاع غزة عبر معبر رفح و حالتهما مستقرة ومطمئنة,Neutral,0,0,0,0,0,0,0,0,1,0,0
 والله حتى اللي ماعندهم عقل مايصدقون هذا لو فعلاً نتفعكم مانتشرت كورونا لهذا الحد في ايران,Negative,0,0,0,0,0,0,1,0,0,0,0
 فى واحدة فعلا ولدت تؤام سمت واحد فايروس والتانى كورونا الخبر حقيقى من الصين تقريبا,Joking,0,0,0,0,0,0,0,0,0,0,1
بالرغم من الأضرار الكبيرة التي نزلت وستنزل على أميركا من فايروس إلا أنها تستطيع النهوض مجددا بعد زواله وبسرعة فائقه..,Positive,1,0,0,0,0,0,0,0,0,0,0
"اللّهم إن هذا الوباء قد غدا من حولنا وأمره بين يديك ، فحِل بيننا وبينه بلطفك وسترك وعفوك ورحمتك وأحمي بلادنا من شره وبلائه .❤   ",Positive,0,0,1,0,0,0,0,0,0,0,0
عصيدة دخن الساعة اتنين صباحاً؟ الله يلعن كورونا,Negative,0,0,0,0,0,0,1,0,0,0,0
بيخلص كورونا ولا اروح اسوي تيك توك؟يعني ماعندي تهديد اقوى من كذا,Joking,0,0,0,0,0,0,0,0,0,0,1
من يهديني ايتونز؟💔   ,Neutral,0,0,0,0,0,0,0,0,0,1,0
تخيلو لو نحن في عام الستينات   هل سوف يصل الينا كورونا بهذه السرعه☹️  من الفضاوه فكرت كذا🤷🏼‍♂️🙄☹️,Neutral,0,0,0,0,0,0,0,0,0,1,0
مهما تباعـدنا ترى الـود واصل    لو لا ظـروف الوقـت ولاّ كورونا    لـو سكّرت أبواب كـل التـواصل    بأمر الولي انعود للي .. احترونا    ,Positive,1,0,0,0,0,0,0,0,0,0,0
 مشكله كورونا ليس بالمرض بحد ذاته    بل بالآثار المصاحبه له بسبب هلع الناس    من الإعلام اللي يضخم ويبالغ,Negative,0,0,0,0,1,0,0,1,0,0,0
عندنا شايب مسوي نفسه ظريف يقول الحين هو اسمه كورونا ولا مكرونه ههخ اول مره اشوف شايب دلوع تفو عليك,Joking,0,0,0,0,0,0,0,0,0,0,1
